status_name,facility_name,facility_ward,facility_constituency,facility_subcounty,facility_county,name,code,date_established,facility
semi-functional,Mt Elgon Sub County Hospital,Elgon,Mt. Elgon,Mt Elgon,Bungoma,Laboot Community Health Unit,700565.0,2016-05-10,0e3b10cd-483a-4f24-bee1-ac58b390aad2
Fully-functional,Sambocho Health Centre,Elgon,Mt. Elgon,Mt Elgon,Bungoma,Sambocho Community Health Unit,700563.0,2013-03-15,253f506a-8e40-4bff-ad6d-6ec45aeed43d
Fully-functional,Koshok Dispensary,Elgon,Mt. Elgon,Mt Elgon,Bungoma,Kipyeto Community Health Unit,700562.0,2013-03-15,a3c0cca8-73b1-4e12-8e7e-4901126927f1
Fully-functional,Koshok Dispensary,Elgon,Mt. Elgon,Mt Elgon,Bungoma,Koshok Community Health Unit,700561.0,2013-03-15,a3c0cca8-73b1-4e12-8e7e-4901126927f1
Fully-functional,Koshok Dispensary,Elgon,Mt. Elgon,Mt Elgon,Bungoma,Nomorio Community Health Unit,700560.0,2013-03-15,a3c0cca8-73b1-4e12-8e7e-4901126927f1
Fully-functional,Mt Elgon Sub County Hospital,Elgon,Mt. Elgon,Mt Elgon,Bungoma,Kimobo Community Health Unit,700559.0,2013-03-15,0e3b10cd-483a-4f24-bee1-ac58b390aad2
Fully-functional,Mt Elgon Sub County Hospital,Elgon,Mt. Elgon,Mt Elgon,Bungoma,Kibuk Community Health Unit,700558.0,2013-03-15,0e3b10cd-483a-4f24-bee1-ac58b390aad2
Fully-functional,Mt Elgon Sub County Hospital,Elgon,Mt. Elgon,Mt Elgon,Bungoma,Bugaa Community Health Unit,700557.0,2013-03-15,0e3b10cd-483a-4f24-bee1-ac58b390aad2
Fully-functional,Mt Elgon Sub County Hospital,Elgon,Mt. Elgon,Mt Elgon,Bungoma,Kapsokwony Community Health Unit,700556.0,2013-03-15,0e3b10cd-483a-4f24-bee1-ac58b390aad2
Fully-functional,Chemworemwo Dispensary,Elgon,Mt. Elgon,Mt Elgon,Bungoma,Chemworemwo Community Health Unit,700555.0,2013-03-15,d784322d-83db-46c1-b9ba-1c4b77d4cece
Fully-functional,Chemses Dispensary,Elgon,Mt. Elgon,Mt Elgon,Bungoma,Chemses Community Health Unit,700554.0,2013-03-15,b39e412e-9862-4d62-b4b6-75b48208b984
Fully-functional,Chemses Dispensary,Elgon,Mt. Elgon,Mt Elgon,Bungoma,Chemoge Community Health Unit,700553.0,2013-01-15,b39e412e-9862-4d62-b4b6-75b48208b984
Fully-functional,Kaptalelio Dispensary,Kaptama,Mt. Elgon,Mt Elgon,Bungoma,Kongit Community Health Unit,700552.0,2011-08-10,b73e1b77-f1f2-4128-8793-c02b9d66ce91
Fully-functional,Kamenjo Dispensary,Kaptama,Mt. Elgon,Mt Elgon,Bungoma,Kamenjo Community Health Unit,700551.0,2011-08-10,d0887a1e-b26c-421c-a6f9-5224a2716918
Fully-functional,Kamuneru Dispensary,Elgon,Mt. Elgon,Mt Elgon,Bungoma,Kamuneru Community Health Unit,700550.0,2011-08-10,474c4aa4-1c82-4f48-a3a1-8f6e8109b98c
Fully-functional,Kaptama (Friends) Health Centre,Kaptama,Mt. Elgon,Mt Elgon,Bungoma,Kaptama Community Health Unit,700549.0,2011-08-10,912b31c8-989f-4252-88ee-0070253b7f4a
Fully-functional,Chesinende Dispensary,Kaptama,Mt. Elgon,Mt Elgon,Bungoma,Chesinende Community Health Unit,700548.0,2013-01-15,16d96908-31e3-4d91-81bb-43a5c04483f1
Fully-functional,Kaboywo Dispensary,Kaptama,Mt. Elgon,Mt Elgon,Bungoma,Kaboywo Community Health Unit,700547.0,2013-01-15,dbfa422e-c349-4a94-bb0c-f9670f53d8a2
Fully-functional,Mukhe Dispensary,Misikhu,Webute West,Webuye West,Bungoma,Sirende Community Health Unit,700546.0,2016-01-01,75e936d4-cc3d-405a-8b1b-02f40dd3f222
semi-functional,Misikhu Dispensary,Misikhu,Webute West,Webuye West,Bungoma,Nambami Community Health Unit,700545.0,2016-01-01,ea2038df-7717-441a-9d44-44d5827a345e
semi-functional,Mukhe Dispensary,Misikhu,Webute West,Webuye West,Bungoma,Mukhe Community Health Unit,700544.0,2016-01-01,75e936d4-cc3d-405a-8b1b-02f40dd3f222
semi-functional,Mukhe Dispensary,Misikhu,Webute West,Webuye West,Bungoma,Bunjosi Community Health Unit,700543.0,2016-01-01,75e936d4-cc3d-405a-8b1b-02f40dd3f222
semi-functional,Mukhe Dispensary,Misikhu,Webute West,Webuye West,Bungoma,Misikhu Community Health Unit,700542.0,2016-01-01,75e936d4-cc3d-405a-8b1b-02f40dd3f222
semi-functional,Kayaya Dispensary,Matulo,Webute West,Webuye West,Bungoma,Sirisia Community Health Unit,700541.0,2016-01-01,dee45bdc-e6bb-48a0-ac89-14f9b9b56442
semi-functional,Kayaya Dispensary,Matulo,Webute West,Webuye West,Bungoma,Lugulu Community Health Unit,700540.0,2016-01-01,dee45bdc-e6bb-48a0-ac89-14f9b9b56442
semi-functional,Kayaya Dispensary,Matulo,Webute West,Webuye West,Bungoma,Kayaya Community Health Unit,700539.0,2015-01-01,dee45bdc-e6bb-48a0-ac89-14f9b9b56442
semi-functional,Webuye Hospital,Matulo,Webute West,Webuye West,Bungoma,Township D Community Health Unit,700538.0,2016-01-01,0ff4371e-ce68-431f-8c33-6b1e65a50eb2
semi-functional,Webuye Hospital,Matulo,Webute West,Webuye West,Bungoma,Township C Community Health Unit,700537.0,2016-01-01,0ff4371e-ce68-431f-8c33-6b1e65a50eb2
semi-functional,Webuye Hospital,Matulo,Webute West,Webuye West,Bungoma,Township B Community Health Unit,700536.0,2016-01-01,0ff4371e-ce68-431f-8c33-6b1e65a50eb2
semi-functional,Webuye Hospital,Matulo,Webute West,Webuye West,Bungoma,Township A Community Health Unit,700535.0,2015-01-01,0ff4371e-ce68-431f-8c33-6b1e65a50eb2
semi-functional,Miendo Dispensary,Bokoli,Webute West,Webuye West,Bungoma,Miendo B Community Health Unit,700534.0,2014-01-01,3f4797bc-deda-49e7-b7cf-ab1a8cfb396d
semi-functional,Miendo Dispensary,Bokoli,Webute West,Webuye West,Bungoma,Miendo A Community Health Unity,700533.0,2014-01-01,3f4797bc-deda-49e7-b7cf-ab1a8cfb396d
semi-functional,Matisi Dispensary,Bokoli,Webute West,Webuye West,Bungoma,Matisi B Community Health Unity,700532.0,2015-01-01,5398ea6c-5bc1-4f2b-a113-002dd919333c
semi-functional,Matisi Dispensary,Bokoli,Webute West,Webuye West,Bungoma,Matisi A Community Health Unity,700531.0,2015-01-01,5398ea6c-5bc1-4f2b-a113-002dd919333c
semi-functional,Mahanga Dispensary,Bokoli,Webute West,Webuye West,Bungoma,Mahanga B Community Health Unit,700530.0,2016-01-01,4cd2429b-1e54-45d4-84e1-9a614f1e510f
semi-functional,Matulo Dispensary,Matulo,Webute West,Webuye West,Bungoma,Matulo B Community Health Unit,700529.0,2016-01-01,da89562f-54ed-47a4-9df1-bb9befa6e0d9
semi-functional,Bokoli Sub-County Hospital,Bokoli,Webute West,Webuye West,Bungoma,Bokoli B Community Health Unit,700528.0,2016-01-01,b0538717-6b0b-4200-a500-5796cc57967f
Fully-functional,Kirogo Dispensary,Gathigiriri,Mwea,Kirinyaga South,Kirinyaga,Mahiga-ini Community Health Unit,700527.0,2015-10-15,02d9ac04-73b1-448e-912e-f07420efe521
Fully-functional,Burumba Dispensary,Burumba,Matayos,Matayos,Busia,Mjini D Community Health Unit,700526.0,2012-01-01,960593f1-b869-44a4-8edc-0962a6652c58
Fully-functional,Shikusi Dispensary,Isukha South,Shinyalu,Shinyalu,Kakamega,Shirulu Community Health Unit,700525.0,2012-11-27,7025c9da-4df1-448e-bb28-66fefef23db8
semi-functional,Shikusi Dispensary,Isukha South,Shinyalu,Shinyalu,Kakamega,Shidodo C Community Health Unit,700524.0,2015-07-10,7025c9da-4df1-448e-bb28-66fefef23db8
semi-functional,Shikusi Dispensary,Isukha South,Shinyalu,Shinyalu,Kakamega,Shidodo B Community Health Unit,700523.0,2013-03-22,7025c9da-4df1-448e-bb28-66fefef23db8
Fully-functional,Shikusi Dispensary,Isukha South,Shinyalu,Shinyalu,Kakamega,Shidodo A Community Health Unit,700522.0,2013-03-22,7025c9da-4df1-448e-bb28-66fefef23db8
Fully-functional,Chief Milimu Dispensary,Isukha South,Shinyalu,Shinyalu,Kakamega,Shitochi B Community Health Unit,700521.0,2013-03-22,d8336f6d-302d-4478-b5b4-e09caa4367aa
Fully-functional,Chief Milimu Dispensary,Isukha South,Shinyalu,Shinyalu,Kakamega,Shitochi A Community Health Unit,700520.0,2013-03-22,d8336f6d-302d-4478-b5b4-e09caa4367aa
Fully-functional,Chief Milimu Dispensary,Isukha South,Shinyalu,Shinyalu,Kakamega,Museno B Community Health Unit,700519.0,2015-07-14,d8336f6d-302d-4478-b5b4-e09caa4367aa
Fully-functional,Chief Milimu Dispensary,Isukha South,Shinyalu,Shinyalu,Kakamega,Museno A Community Health Unit,700518.0,2011-03-18,d8336f6d-302d-4478-b5b4-e09caa4367aa
Fully-functional,Shikusi Dispensary,Isukha South,Shinyalu,Shinyalu,Kakamega,Lugose B Community Health Unit,700517.0,2015-07-10,7025c9da-4df1-448e-bb28-66fefef23db8
Fully-functional,Mugomari Dispensary,Isukha West,Shinyalu,Shinyalu,Kakamega,Mugomari B Community Health Unit,700516.0,2015-01-16,aabdbdb3-b40c-4618-98ea-67e1777203f6
Fully-functional,Munasio Dispensary,Isukha West,Shinyalu,Shinyalu,Kakamega,Mukhonje C Community Health Unit,700515.0,2015-07-17,14e4b8c2-46c9-4456-9ec7-749831db6f1c
Fully-functional,Munasio Dispensary,Isukha West,Shinyalu,Shinyalu,Kakamega,Mukhonje B Community Health Unit,700514.0,2015-07-17,14e4b8c2-46c9-4456-9ec7-749831db6f1c
Fully-functional,Munasio Dispensary,Isukha West,Shinyalu,Shinyalu,Kakamega,Mukhonje A Community Health Unit,700513.0,2012-05-21,14e4b8c2-46c9-4456-9ec7-749831db6f1c
Fully-functional,Mugomari Dispensary,Isukha West,Shinyalu,Shinyalu,Kakamega,Malimili B Community Health Unit,700512.0,2015-07-17,aabdbdb3-b40c-4618-98ea-67e1777203f6
Fully-functional,Mugomari Dispensary,Isukha West,Shinyalu,Shinyalu,Kakamega,Malimili A Community Health Unit,700511.0,2012-05-21,aabdbdb3-b40c-4618-98ea-67e1777203f6
Fully-functional,Ileho Health Centre,Isukha East,Shinyalu,Shinyalu,Kakamega,Ikuywa Community Health Unit,700510.0,2011-03-18,07bd27f9-ab40-4342-89af-5027035e507c
Fully-functional,Chirobani Dispensary,Isukha East,Shinyalu,Shinyalu,Kakamega,Chirobani Community Health Unit,700509.0,2012-03-22,10ee603e-8327-46f6-b874-22835b967ece
Fully-functional,Ileho Health Centre,Isukha East,Shinyalu,Shinyalu,Kakamega,Lukusi B Community Health Unit,700508.0,2015-07-17,07bd27f9-ab40-4342-89af-5027035e507c
Fully-functional,Ileho Health Centre,Isukha East,Shinyalu,Shinyalu,Kakamega,Lukusi A Community Health Unit,700507.0,2011-03-18,07bd27f9-ab40-4342-89af-5027035e507c
Fully-functional,Kambiri Health Centre,Isukha North,Shinyalu,Shinyalu,Kakamega,Bulovi Community Health Unit,700506.0,2013-03-22,0ae68474-6a04-411b-aace-eaa12dceb34c
Fully-functional,Buyangu Dispensary,Isukha North,Shinyalu,Shinyalu,Kakamega,Buyangu Community Health Unit,700505.0,2012-11-26,1572e006-c628-4d13-b764-dfd91373e2fc
Fully-functional,Shinyalu Model Health Centre,Isukha Central,Shinyalu,Shinyalu,Kakamega,Shing'odo B Community Health Unit,700504.0,2013-03-22,00d4fbf3-5089-4f79-ad59-8e4432a15a6f
Fully-functional,Shinyalu Model Health Centre,Isukha Central,Shinyalu,Shinyalu,Kakamega,Shing'odo A Community Health Unit,700503.0,2013-03-22,00d4fbf3-5089-4f79-ad59-8e4432a15a6f
Fully-functional,Chepkombe Dispensary,Isukha Central,Shinyalu,Shinyalu,Kakamega,Shiasava B Community Health Unit,700502.0,2013-03-22,2e245a63-caf5-4322-9c17-2c62bc64871b
Fully-functional,Chepkombe Dispensary,Isukha Central,Shinyalu,Shinyalu,Kakamega,Shiasava A Community Health Unit,700501.0,2013-03-22,2e245a63-caf5-4322-9c17-2c62bc64871b
Fully-functional,Kakamega Forest Dispensary,Isukha Central,Shinyalu,Shinyalu,Kakamega,Virhembe B Community Health Unit,700500.0,2009-07-09,3d32631a-1566-41fb-a393-f40e08b02bc6
Fully-functional,Musembe Dispensary,Isukha Central,Shinyalu,Shinyalu,Kakamega,Mukango B Community Health Unit,700499.0,2014-07-09,93dc4b73-f612-4888-a27f-684bc9704139
Fully-functional,Musembe Dispensary,Isukha Central,Shinyalu,Shinyalu,Kakamega,Mukango A Community Health Unit,700498.0,2009-07-09,93dc4b73-f612-4888-a27f-684bc9704139
Fully-functional,Ivochio Dispensary,Murhanda,Shinyalu,Shinyalu,Kakamega,Shiswa B Community Health Unit,700496.0,2015-07-17,9d831be9-ea85-41d9-af5f-922e0103e73a
Fully-functional,Shamakhubu Health Centre,Murhanda,Shinyalu,Shinyalu,Kakamega,Mukulusu B Community Health Unit,700495.0,2012-03-22,dfd941ac-d7fb-49dc-b60c-acb77b82aaaa
semi-functional,Kimangeti Dispensary,Chemuche,Malava,Malava,Kakamega,Nguvuli Community Health Unit,700494.0,2013-07-15,976be97e-2fa2-4c26-a4e6-e7fc8dfdf642
semi-functional,Kimangeti Dispensary,Chemuche,Malava,Malava,Kakamega,Lukhokho Community Health Unit,700493.0,2015-10-17,976be97e-2fa2-4c26-a4e6-e7fc8dfdf642
semi-functional,Emung'abo Dispensary,Kisa Central,Khwisero,Khwisero,Kakamega,Ekambuli Community Health Unit,700492.0,2015-12-16,66796d10-3e94-4c5f-a515-4881a352f590
Non-functional,Natukobenyo Health Centre,Kalobeyei,Turkana West,Turkana West,Turkana,Kalobeyei Settlement Community Health Unit,700491.0,2016-11-01,2eb92dea-dff0-4890-a078-69f39e9cc06c
semi-functional,Bulondo Dispensary,West Sang'alo,Kanduyi,Kanduyi,Bungoma,Luyekhe Community Health Unit,700490.0,2014-02-03,408059bb-84e1-4e33-a844-e2b0647314d7
Fully-functional,Musikoma Dispensary,Musikoma,Kanduyi,Kanduyi,Bungoma,Namasanda Community Health Unit,700489.0,2012-02-06,875e36a3-a880-4464-8c75-80474d2ed813
Fully-functional,Ekitale Dispensary,West Sang'alo,Kanduyi,Kanduyi,Bungoma,Sang'alo Community Health Unit,700488.0,2015-02-02,406a80aa-8770-4981-9f62-63ac8ee8aa80
Fully-functional,Ekitale Dispensary,West Sang'alo,Kanduyi,Kanduyi,Bungoma,Namirembe Community Health Unit,700487.0,2011-01-03,406a80aa-8770-4981-9f62-63ac8ee8aa80
semi-functional,Musikoma Dispensary,Musikoma,Kanduyi,Kanduyi,Bungoma,Tulienge Community Health Unit,700486.0,2014-04-01,875e36a3-a880-4464-8c75-80474d2ed813
semi-functional,Ranje Dispensary,West Sang'alo,Kanduyi,Kanduyi,Bungoma,Ranje Community Health Unit,700485.0,2016-06-01,b70bf9d2-29af-401d-911a-9ee1d21c5e06
semi-functional,Ekitale Dispensary,West Sang'alo,Kanduyi,Kanduyi,Bungoma,Ekitale Community Health Unit,700484.0,2014-11-03,406a80aa-8770-4981-9f62-63ac8ee8aa80
semi-functional,Musikoma Dispensary,Musikoma,Kanduyi,Kanduyi,Bungoma,Samoya Community Health Unit,700483.0,2015-03-02,875e36a3-a880-4464-8c75-80474d2ed813
Fully-functional,Bulondo Dispensary,West Sang'alo,Kanduyi,Kanduyi,Bungoma,Kamba Community Health Unit,700482.0,2014-02-03,408059bb-84e1-4e33-a844-e2b0647314d7
semi-functional,Bulondo Dispensary,West Sang'alo,Kanduyi,Kanduyi,Bungoma,Namamuka Community Health Unit,700481.0,2016-01-01,408059bb-84e1-4e33-a844-e2b0647314d7
semi-functional,Kongoli Dispensary,Bukembe East,Kanduyi,Kanduyi,Bungoma,Nandolia Community Health Unit,700479.0,2015-02-02,f72286df-5a19-468a-878d-626bb22acf0c
Fully-functional,Kongoli Dispensary,Bukembe East,Kanduyi,Kanduyi,Bungoma,Kongoli Community Health Unit,700478.0,2014-02-03,f72286df-5a19-468a-878d-626bb22acf0c
semi-functional,Mumbule Dispensary,East Sang'alo,Kanduyi,Kanduyi,Bungoma,Mwibale Community Health Unit,700477.0,2014-02-03,bcddae1b-32a9-4f54-97f7-0c2a83a4f766
semi-functional,Mumbule Dispensary,East Sang'alo,Kanduyi,Kanduyi,Bungoma,Fuchani Community Health Unit,700476.0,2016-02-01,bcddae1b-32a9-4f54-97f7-0c2a83a4f766
semi-functional,Mumbule Dispensary,East Sang'alo,Kanduyi,Kanduyi,Bungoma,Nzoia Community Health Unit,700475.0,2014-02-03,bcddae1b-32a9-4f54-97f7-0c2a83a4f766
Fully-functional,Bulondo Dispensary,West Sang'alo,Kanduyi,Kanduyi,Bungoma,Bulondo Community Health Unit,700474.0,2015-12-02,408059bb-84e1-4e33-a844-e2b0647314d7
Fully-functional,Kambini Dispensary,Kimilili,Kimilili,Kimilili,Bungoma,Kambini B Community Health Unit,700473.0,2014-04-01,2e4cafcb-ba9e-446b-8508-02bcf98bc64c
Fully-functional,Kimilili Subcounty Hospital,Kibingei,Kimilili,Kimilili,Bungoma,Township Community Health Unit,700472.0,2014-12-15,6509afa6-5171-456d-90bf-0a1401eb7a02
Fully-functional,Sulwe Dispensary,Kamukuywa,Kimilili,Kimilili,Bungoma,Mbongi Community Health Unit,700471.0,2011-01-12,b649b28a-2522-407e-899f-75850ce98e5c
Fully-functional,Kamukuywa Dispensary,Kamukuywa,Kimilili,Kimilili,Bungoma,Nabikoto B Community Health Unit,700469.0,2015-11-04,556981af-214d-4e55-99b2-5c160b53d7a8
Fully-functional,Chebukwabi Dispensary,Kibingei,Kimilili,Kimilili,Bungoma,Chebukwabi B Community Health Unit,700468.0,2015-12-15,61166c81-4bba-4ab1-8f70-0f157737dfce
Fully-functional,Namanga Health Centre,Matapato South,Kajiado Central,Kajiado Central,Kajiado,Namanga Community Health Unit,700467.0,2015-04-01,f0b9a6e8-415a-4ee9-8289-60fa4c075840
Fully-functional,Enkorika Health Centre,Dalalekutuk,Kajiado Central,Kajiado Central,Kajiado,Enkorika Community Health Unit,700466.0,2015-03-02,bc599242-fce7-42e7-bec4-210984df7951
Fully-functional,Ngatataek Health Centre,Matapato North,Kajiado Central,Kajiado Central,Kajiado,Oloililai Community Health Unit,700465.0,2016-10-11,6e61a5bb-0566-4bab-9429-b7d451cbf343
semi-functional,Machakha Dispensary,Lwandanyi,Sirisia,Sirisia,Bungoma,Boiki Community Health Unit,700464.0,2016-10-03,46d75f78-17cd-4068-bb1f-cbcf56e73f13
Fully-functional,Mwanguda Dispensary,Dzombo,Lunga Lunga,Lunga Lunga,Kwale,Mwanguda Community Health Unit,700463.0,2016-04-06,fe8f6e2d-60be-4e3a-9a2c-fa68e20160f1
Fully-functional,Mrima (Catholic) Dispensary,Dzombo,Lunga Lunga,Lunga Lunga,Kwale,Hillside Community Health Unit,700462.0,2016-07-04,f442891c-2c04-480b-ac18-40d73dc4f3e7
Fully-functional,Vwivwini Dispensary,Pongwe/Kikokeni,Lunga Lunga,Lunga Lunga,Kwale,Neema Community Health Unit,700461.0,2016-06-08,5dd3b3ae-4cfb-45c4-a459-08ce8bcc37b0
Fully-functional,Mtumwa Dispensary,Mwereni,Lunga Lunga,Lunga Lunga,Kwale,Mtumwa Community Health Unit,700460.0,2016-06-08,40d237c5-1f80-4f71-8370-283b87ed32af
Fully-functional,Mzizima (CDF) Dispensary,Pongwe/Kikokeni,Lunga Lunga,Lunga Lunga,Kwale,Mzizima B Community Health Unit,700459.0,2016-06-08,d5e028fe-dd2c-4909-9580-51f367618748
Fully-functional,Mrima (Catholic) Dispensary,Dzombo,Lunga Lunga,Lunga Lunga,Kwale,Mrima Community Health Unit,700458.0,2016-06-15,f442891c-2c04-480b-ac18-40d73dc4f3e7
Fully-functional,Kilimangodo Dispensary,Mwereni,Lunga Lunga,Lunga Lunga,Kwale,Bidinimole Community Health Unit,700457.0,2016-06-08,d3153232-9ee4-44bb-8c9b-36d797e8586d
Fully-functional,Mwangwei  Dispensary,Pongwe/Kikokeni,Lunga Lunga,Lunga Lunga,Kwale,Mwangwei Community Health Unit,700456.0,2016-06-08,c68da979-a287-4822-8e0b-9b77252a3342
Fully-functional,Vanga Health Centre,Vanga,Lunga Lunga,Lunga Lunga,Kwale,Imarika (Vanga B) Community Health Unit,700455.0,2016-06-08,85324a26-862c-4b2d-b59a-a731ddacfd70
Fully-functional,Kilimangodo Dispensary,Mwereni,Lunga Lunga,Lunga Lunga,Kwale,Mambani Community Health Unit,700454.0,2016-06-08,d3153232-9ee4-44bb-8c9b-36d797e8586d
Fully-functional,Mamba Dispensary,Dzombo,Lunga Lunga,Lunga Lunga,Kwale,Gandini Community Health Unit,700453.0,2016-06-08,e3346931-403e-4b5d-a606-ba751107faa2
Fully-functional,Vanga Health Centre,Vanga,Lunga Lunga,Lunga Lunga,Kwale,Vanga Community Health Unit,700452.0,2016-06-08,85324a26-862c-4b2d-b59a-a731ddacfd70
Fully-functional,Mwangulu Dispensary,Mwereni,Lunga Lunga,Lunga Lunga,Kwale,Mwena Community Health Unit,700451.0,2016-06-08,400959c3-b86e-4993-9e6c-fc795abb3702
Fully-functional,Lungalunga Subcounty Hospital,Vanga,Lunga Lunga,Lunga Lunga,Kwale,Shikamano Community Health Unit,700450.0,2016-06-08,48fa1303-a770-4873-96f3-8b4bb51b3bde
Fully-functional,Godo Dispensary,Mwereni,Lunga Lunga,Lunga Lunga,Kwale,Wema Community Health Unit,700449.0,2016-06-08,42dfc30a-69cb-40b4-bb30-65712dcfb880
Fully-functional,Godo Dispensary,Mwereni,Lunga Lunga,Lunga Lunga,Kwale,Godo Community Health Unit,700448.0,2016-06-08,42dfc30a-69cb-40b4-bb30-65712dcfb880
Fully-functional,Godo Dispensary,Mwereni,Lunga Lunga,Lunga Lunga,Kwale,Pangani Community Health Unit,700447.0,2016-06-08,42dfc30a-69cb-40b4-bb30-65712dcfb880
Fully-functional,Godo Dispensary,Mwereni,Lunga Lunga,Lunga Lunga,Kwale,Makutano Community Health Unit,700446.0,2016-06-08,42dfc30a-69cb-40b4-bb30-65712dcfb880
Fully-functional,Kimilili Subcounty Hospital,Kibingei,Kimilili,Kimilili,Bungoma,Kamusinga A Community Health Unit,700445.0,2015-11-16,6509afa6-5171-456d-90bf-0a1401eb7a02
Fully-functional,Kimilili Subcounty Hospital,Kibingei,Kimilili,Kimilili,Bungoma,Kamusinga B Community Health Unit,700444.0,2015-11-16,6509afa6-5171-456d-90bf-0a1401eb7a02
Fully-functional,Kibingei Dispensary,Kibingei,Kimilili,Kimilili,Bungoma,Kitayi Community Health Unit,700443.0,2014-12-15,74beee58-1b38-442b-ac84-4af91f9eda18
Fully-functional,Bahai Dispensary,Kimilili,Kimilili,Kimilili,Bungoma,Khamulati Community Health Unit,700442.0,2016-04-04,dce6c061-4bfd-4a1e-a1a9-d0cd1bd6e918
Fully-functional,Kamasielo Dispensary,Maeni,Kimilili,Kimilili,Bungoma,Kamasielo Community Health Unit,700441.0,2011-03-10,d4fbde21-d89c-4f61-b8bd-acd9b76c8a80
Fully-functional,Maeni Dispensary,Maeni,Kimilili,Kimilili,Bungoma,Kibisi Community Health Unit,700440.0,2016-06-26,5878417d-0d8d-4b70-a859-d1bd4f4987b2
Fully-functional,Nasusi Dispensary,Maeni,Kimilili,Kimilili,Bungoma,Nasusi Community Health Unit,700439.0,2012-05-28,bce26b77-2cbf-4632-9af7-359b967b4492
Fully-functional,Kambini Dispensary,Kimilili,Kimilili,Kimilili,Bungoma,Kambini A Community Health Unit,700438.0,2012-05-07,2e4cafcb-ba9e-446b-8508-02bcf98bc64c
Fully-functional,Kamukuywa Dispensary,Kamukuywa,Kimilili,Kimilili,Bungoma,Musembe Community Health Unit,700437.0,2012-05-28,556981af-214d-4e55-99b2-5c160b53d7a8
Fully-functional,Kamukuywa Dispensary,Kamukuywa,Kimilili,Kimilili,Bungoma,Kimakwa Community Health Unit,700436.0,2014-11-14,556981af-214d-4e55-99b2-5c160b53d7a8
Fully-functional,Makhonge Health Centre,Kamukuywa,Kimilili,Kimilili,Bungoma,Mapera Community Health Unit,700435.0,2013-11-15,e4a1fc6f-3d24-4edc-9e6f-f34f06d30145
Fully-functional,Kimilili Subcounty Hospital,Kibingei,Kimilili,Kimilili,Bungoma,Amutala Community Health Unit,700434.0,2015-07-15,6509afa6-5171-456d-90bf-0a1401eb7a02
semi-functional,Mugunda Dispensary,Mugunda,Kieni,Kieni West,Nyeri,Nairutia Community Health Unit,700433.0,2016-08-15,ae25e612-0ce7-44ff-9730-424590fd76ae
semi-functional,Mugunda Dispensary,Mugunda,Kieni,Kieni West,Nyeri,Kamiruri Community Health Unit,700432.0,2016-08-15,ae25e612-0ce7-44ff-9730-424590fd76ae
semi-functional,Karemeno Health Centre,Mugunda,Kieni,Kieni West,Nyeri,Ruirii Community Health Unit,700431.0,2016-08-15,b53d5bfc-9fed-4279-8477-6096442d5d8c
semi-functional,Lamuria Dispensary (Nyeri North),Mugunda,Kieni,Kieni West,Nyeri,Lamuria Community Health Unit,700430.0,2016-08-15,d7b0712a-1682-4360-9a55-b73c458b8f27
semi-functional,Bellevue Health Centre,Mugunda,Kieni,Kieni West,Nyeri,Kabendera Community Health Unit,700429.0,2016-08-15,9199ac7c-d646-47a3-b539-c27e7079338a
semi-functional,Bellevue Health Centre,Mugunda,Kieni,Kieni West,Nyeri,Kamariki Community Health Unit,700428.0,2016-08-15,9199ac7c-d646-47a3-b539-c27e7079338a
semi-functional,Endarasha Rural Health Centre,Mwiyogo/Endarasha,Kieni,Kieni West,Nyeri,Gitegi Community Health Unit,700426.0,2016-08-15,123ae710-539c-4d90-92c3-57ee72b5ecd2
semi-functional,Endarasha Rural Health Centre,Mwiyogo/Endarasha,Kieni,Kieni West,Nyeri,Charity Community Health Unit,700425.0,2016-08-15,123ae710-539c-4d90-92c3-57ee72b5ecd2
Fully-functional,Embaringo Dispensary,Gatarakwa,Kieni,Kieni West,Nyeri,Kimunyuru Community Health Unit,700424.0,2016-08-15,6729bc30-2e2a-4bc0-b1ad-c14285ce7d4d
Fully-functional,Embaringo Dispensary,Gatarakwa,Kieni,Kieni West,Nyeri,Embaringo Community Health Unit,700423.0,2016-08-15,6729bc30-2e2a-4bc0-b1ad-c14285ce7d4d
Fully-functional,Kabati Dispensary,Gatarakwa,Kieni,Kieni West,Nyeri,Muthuini Community Health Unit,700422.0,2016-08-15,b3855ec3-acaa-4c6c-87f9-80007f2c97c0
semi-functional,Wendiga Dispensary,Mwiyogo/Endarasha,Kieni,Kieni West,Nyeri,Labura Community Health Unit,700421.0,2016-08-15,4efd643e-4100-48c9-9317-1436a4a935ab
Fully-functional,Kabati Dispensary,Gatarakwa,Kieni,Kieni West,Nyeri,Kabati Community Health Unit,700420.0,2016-08-15,b3855ec3-acaa-4c6c-87f9-80007f2c97c0
Fully-functional,Kabati Dispensary,Gatarakwa,Kieni,Kieni West,Nyeri,Mwiyogo Community Health Unit,700419.0,2016-08-15,b3855ec3-acaa-4c6c-87f9-80007f2c97c0
Fully-functional,Endarasha Rural Health Centre,Mwiyogo/Endarasha,Kieni,Kieni West,Nyeri,Kinyaiti Community Health Unit,700418.0,2016-08-15,123ae710-539c-4d90-92c3-57ee72b5ecd2
Fully-functional,Endarasha Rural Health Centre,Mwiyogo/Endarasha,Kieni,Kieni West,Nyeri,Mitero Community Health Unit,700417.0,2016-08-15,123ae710-539c-4d90-92c3-57ee72b5ecd2
